SETTLEMENTDATE,RRP
2023-08-03,50.21067277777777
2023-08-04,44.11952854166667
2023-08-05,43.581006423611115
2023-08-06,69.37386232638889
2023-08-07,81.03189350694444
2023-08-08,95.45728795138888
2023-08-09,55.844946354166666
2023-08-10,84.39517288194445
2023-08-11,52.384317395833335
2023-08-12,47.78972684027778
2023-08-13,52.04571673611111
2023-08-14,93.68852628472222
2023-08-15,134.09355791666667
2023-08-16,101.62013177083332
2023-08-17,95.70982635416667
2023-08-18,61.491960937500004
2023-08-19,27.05934402777778
2023-08-20,57.31844243055556
2023-08-21,70.14293774305555
2023-08-22,68.82866409722222
2023-08-23,60.83995923611111
2023-08-24,51.663643541666666
2023-08-25,49.743188368055556
2023-08-26,42.895861840277774
2023-08-27,42.588614201388886
2023-08-28,74.80941184027778
2023-08-29,55.76975506944444
2023-08-30,62.876465
2023-08-31,44.07916059027778
2023-09-01,60.20341194444445
2023-09-02,52.258778854166664
2023-09-03,38.52272979166666
2023-09-04,182.93339170138887
2023-09-05,44.89839833333333
2023-09-06,123.62300604166666
2023-09-07,52.82846753472222
2023-09-08,57.799848125000004
2023-09-09,36.304606319444446
2023-09-10,48.536735972222225
2023-09-11,76.209311875
2023-09-12,65.26245267361111
2023-09-13,65.93735295138889
2023-09-14,39.6132253125
2023-09-15,29.366615729166668
2023-09-16,24.614890312500002
2023-09-17,34.320632638888895
2023-09-18,54.387748125
2023-09-19,45.66417701388889
2023-09-20,38.803973506944445
2023-09-21,46.88053934027778
2023-09-22,43.495671388888894
2023-09-23,28.59825027777778
2023-09-24,25.9544978125
2023-09-25,32.20231315972222
2023-09-26,36.76421197916667
2023-09-27,35.68290736111111
2023-09-28,42.360044027777775
2023-09-29,32.60857836805556
2023-09-30,26.61954017361111
2023-10-01,10.651291388888888
2023-10-02,23.759605277777776
2023-10-03,49.040035277777775
2023-10-04,67.55567802083334
2023-10-05,42.96284680555556
2023-10-06,27.243995520833334
2023-10-07,38.962267743055556
2023-10-08,33.62358392361111
2023-10-09,32.07903357638889
2023-10-10,40.28928326388889
2023-10-11,33.548394270833334
2023-10-12,18.692693819444443
2023-10-13,16.03481607638889
2023-10-14,16.510363784722223
2023-10-15,29.425696423611114
2023-10-16,86.62729211805555
2023-10-17,39.16601704861111
2023-10-18,71.21401350694445
2023-10-19,54.193835347222226
2023-10-20,34.191166215277775
2023-10-21,28.64892253472222
2023-10-22,17.65645760416667
2023-10-23,33.39438784722222
2023-10-24,45.69744677083334
2023-10-25,32.7187871875
2023-10-26,56.8521221875
2023-10-27,41.50248548611111
2023-10-28,17.505189895833333
2023-10-29,30.052040486111114
2023-10-30,26.29124638888889
2023-10-31,52.41572899305555
2023-11-01,56.32135798611111
2023-11-02,47.4619984375
2023-11-03,57.02080656249999
2023-11-04,36.87250378472223
2023-11-05,54.067659722222224
2023-11-06,59.336620520833335
2023-11-07,53.475047187499996
2023-11-08,91.48997194444445
2023-11-09,75.58055083333333
2023-11-10,66.62358829861111
2023-11-11,86.11148697916667
2023-11-12,99.14475541666667
2023-11-13,63.406558368055556
2023-11-14,89.85650940972222
2023-11-15,106.55512854166666
2023-11-16,181.45130618055555
2023-11-17,85.27990236111111
2023-11-18,42.97426930555556
2023-11-19,67.32991597222222
2023-11-20,109.69588083333333
2023-11-21,99.66336409722221
2023-11-22,79.0408625
2023-11-23,69.15163572916667
2023-11-24,67.90360256944444
2023-11-25,69.84171371527778
2023-11-26,53.58578711805555
2023-11-27,62.86722628472223
2023-11-28,72.57576704861111
2023-11-29,42.55744920138889
2023-11-30,41.86527506944444
2023-12-01,83.49101263888889
2023-12-02,75.51874670138889
2023-12-03,74.94301479166667
2023-12-04,90.24092277777778
2023-12-05,106.31548479166666
2023-12-06,76.64183739583333
2023-12-07,93.309474375
2023-12-08,66.4178196875
2023-12-09,46.4225065625
2023-12-10,21.005191979166668
2023-12-11,69.01741899305556
2023-12-12,78.00848614583333
2023-12-13,68.72955354166668
2023-12-14,87.78211725694445
2023-12-15,101.37669680555555
2023-12-16,88.51552927083333
2023-12-17,99.00121715277777
2023-12-18,123.6819317013889
2023-12-19,93.87813819444445
2023-12-20,97.81046805555555
2023-12-21,107.85807746527777
2023-12-22,52.426827430555555
2023-12-23,62.50083645833334
2023-12-24,47.193653749999996
2023-12-25,36.30107284722222
2023-12-26,45.99185006944444
2023-12-27,71.86847930555555
2023-12-28,263.2873731597222
2023-12-29,448.9630847222222
2023-12-30,69.68501555555555
2023-12-31,34.69018927083333
2024-01-01,45.557229131944446
2024-01-02,49.76929104166666
2024-01-03,59.313045
2024-01-04,70.21878246527778
2024-01-05,55.28605659722222
2024-01-06,40.798438194444444
2024-01-07,45.67344399305556
2024-01-08,93.13424600694445
2024-01-09,100.75256809027778
2024-01-10,108.30430444444444
2024-01-11,78.9205096875
2024-01-12,70.12702909722222
2024-01-13,57.51924423611111
2024-01-14,70.17515798611112
2024-01-15,76.50010284722222
2024-01-16,87.97531190972222
2024-01-17,118.16786013888888
2024-01-18,216.42502711805557
2024-01-19,553.2529370486111
2024-01-20,130.57498086805558
2024-01-21,679.3247637152778
2024-01-22,200.6719234375
2024-01-23,78.88131496527778
2024-01-24,98.31858736111111
2024-01-25,94.21876951388889
2024-01-26,149.00642083333332
2024-01-27,491.2699644791667
2024-01-28,215.24596229166667
2024-01-29,586.3375588194444
2024-01-30,136.1640930902778
2024-01-31,115.54287434027778
2024-02-01,107.13796086805556
2024-02-02,149.39258531250002
2024-02-03,95.56822447916666
2024-02-04,105.70758677083333
2024-02-05,156.62075118055554
2024-02-06,146.48813993055558
2024-02-07,82.96308184027777
2024-02-08,82.44574718749999
2024-02-09,81.30901621527778
2024-02-10,44.069374861111115
2024-02-11,44.42196979166667
2024-02-12,88.8931660763889
2024-02-13,77.50712118055554
2024-02-14,101.61783715277778
2024-02-15,90.65997399305554
2024-02-16,79.37849972222222
2024-02-17,52.098581180555556
2024-02-18,56.641400624999996
2024-02-19,72.64753322916667
2024-02-20,117.83318722222222
2024-02-21,82.9098496875
2024-02-22,111.85243083333333
2024-02-23,318.37158729166663
2024-02-24,131.18893260416667
2024-02-25,73.0682867013889
2024-02-26,467.3532205208333
2024-02-27,107.6082520486111
2024-02-28,93.34023100694444
2024-02-29,253.1556385416667
2024-03-01,94.6463757638889
2024-03-02,74.29234211805556
2024-03-03,106.72609041666666
2024-03-04,95.89388000000001
2024-03-05,69.64593868055556
2024-03-06,78.33926090277777
2024-03-07,84.18624017361111
2024-03-08,99.51226395833334
2024-03-09,65.6362292361111
2024-03-10,63.08198697916666
2024-03-11,85.41175510416666
2024-03-12,68.80545163194444
2024-03-13,77.8932942361111
2024-03-14,87.9443414236111
2024-03-15,72.61387486111111
2024-03-16,59.57629305555555
2024-03-17,60.90927965277778
2024-03-18,74.476509375
2024-03-19,74.12479131944445
2024-03-20,77.44577680555557
2024-03-21,58.10231479166666
2024-03-22,60.767375763888886
2024-03-23,67.56868541666667
2024-03-24,67.05711246527778
2024-03-25,78.25057934027778
2024-03-26,101.12699840277779
2024-03-27,76.4771548263889
2024-03-28,65.53411864583333
2024-03-29,52.69430784722223
2024-03-30,49.67610725694445
2024-03-31,48.55937347222223
2024-04-01,53.44337711805556
2024-04-02,53.8524565625
2024-04-03,99.47412177083334
2024-04-04,74.78502621527778
2024-04-05,93.02222909722222
2024-04-06,111.86951451388889
2024-04-07,97.63222673611112
2024-04-08,96.04863597222223
2024-04-09,70.22131232638888
2024-04-10,43.30024538194445
2024-04-11,69.18465055555555
2024-04-12,70.87957847222222
2024-04-13,78.081170625
2024-04-14,82.75346229166666
2024-04-15,127.55315913194444
2024-04-16,123.18996302083332
2024-04-17,110.2424563888889
2024-04-18,103.06714975694445
2024-04-19,75.00373572916666
2024-04-20,82.62201756944444
2024-04-21,80.23600045138889
2024-04-22,78.34242829861111
2024-04-23,71.55564586805556
2024-04-24,71.98749076388889
2024-04-25,69.07321555555556
2024-04-26,105.33143625
2024-04-27,78.39763892361111
2024-04-28,76.2890314236111
2024-04-29,95.188805
2024-04-30,101.66546479166666
2024-05-01,76.06001857638888
2024-05-02,84.97774861111111
2024-05-03,115.6841507638889
2024-05-04,95.5586067013889
2024-05-05,101.10399111111111
2024-05-06,70.11187381944444
2024-05-07,115.069529375
2024-05-08,104.36348392361111
2024-05-09,109.25638510416667
2024-05-10,101.54611309027777
2024-05-11,88.90686833333334
2024-05-12,94.10875069444444
2024-05-13,79.86971125
2024-05-14,98.44020010416666
2024-05-15,98.13185767361111
2024-05-16,110.84622
2024-05-17,69.94913593749999
2024-05-18,20.904174166666664
2024-05-19,31.564904131944445
2024-05-20,88.23610965277777
2024-05-21,94.01779381944444
2024-05-22,141.35427916666666
2024-05-23,139.83011770833335
2024-05-24,125.64856222222222
2024-05-25,93.23364493055556
2024-05-26,80.42056812499999
2024-05-27,96.27712881944444
2024-05-28,119.26594489583333
2024-05-29,68.20904875000001
2024-05-30,64.05370968749999
2024-05-31,96.07335423611111
2024-06-01,127.16730965277777
2024-06-02,81.98316055555556
2024-06-03,100.52085381944444
2024-06-04,132.42956607638888
2024-06-05,130.9625748611111
2024-06-06,95.86276309027778
2024-06-07,93.2951259375
2024-06-08,76.29304718750001
2024-06-09,74.6747817013889
2024-06-10,79.04841027777778
2024-06-11,75.20019145833334
2024-06-12,74.32873305555556
2024-06-13,129.41596659722222
2024-06-14,169.23244159722222
2024-06-15,97.1427232986111
2024-06-16,85.10907899305556
2024-06-17,138.96596475694443
2024-06-18,167.81778166666666
2024-06-19,195.19444399305556
2024-06-20,278.41855944444444
2024-06-21,238.86341725694444
2024-06-22,208.96291010416667
2024-06-23,178.4058315277778
2024-06-24,159.76790947916666
2024-06-25,122.66974913194446
2024-06-26,98.48991652777778
2024-06-27,119.78272069444445
2024-06-28,81.28141725694445
2024-06-29,61.97147326388889
2024-06-30,67.06593541666666
2024-07-01,137.0211978125
2024-07-02,132.2757073263889
2024-07-03,112.24531979166666
2024-07-04,131.6625134027778
2024-07-05,139.5124578472222
2024-07-06,99.22643548611111
2024-07-07,77.27594413194444
2024-07-08,153.0912845138889
2024-07-09,149.25015930555554
2024-07-10,120.23268128472222
2024-07-11,104.93589791666666
2024-07-12,115.81
2024-07-13,95.4212725
2024-07-14,78.50009309027777
2024-07-15,87.56228548611111
2024-07-16,85.74074777777778
2024-07-17,128.8676782986111
2024-07-18,124.48262989583334
2024-07-19,81.75168864583333
2024-07-20,46.69849555555555
2024-07-21,43.32008302083333
2024-07-22,81.8335109375
2024-07-23,83.06229243055556
2024-07-24,80.47509697916666
2024-07-25,79.48104798611111
2024-07-26,97.17866402777777
2024-07-27,124.4642478125
2024-07-28,109.06355302083334
2024-07-29,228.69353569444445
2024-07-30,320.51786621527776
2024-07-31,240.71438982638887
