Datetime,SETTLEMENTDATE,Avg_RRP
2023-01-14 02:00:00,2023-01-14 02:27:30.000000000,104.16441333333334
2023-01-14 03:00:00,2023-01-14 03:27:30.000000000,83.71725833333333
2023-01-14 04:00:00,2023-01-14 04:27:30.000000000,103.1346875
2023-01-14 05:00:00,2023-01-14 05:27:30.000000000,105.4189425
2023-01-14 06:00:00,2023-01-14 06:27:30.000000000,74.40753333333333
2023-01-14 07:00:00,2023-01-14 07:27:30.000000000,68.52606333333334
2023-01-14 08:00:00,2023-01-14 08:27:30.000000000,85.17136166666667
2023-01-14 09:00:00,2023-01-14 09:27:30.000000000,79.698785
2023-01-14 10:00:00,2023-01-14 10:27:30.000000000,70.51476333333333
2023-01-14 11:00:00,2023-01-14 11:27:30.000000000,84.21614166666667
2023-01-14 12:00:00,2023-01-14 12:27:30.000000000,75.67756916666667
2023-01-14 13:00:00,2023-01-14 13:27:30.000000000,82.00938416666666
2023-01-14 14:00:00,2023-01-14 14:27:30.000000000,78.97219333333334
2023-01-14 15:00:00,2023-01-14 15:27:30.000000000,82.38514416666666
2023-01-14 16:00:00,2023-01-14 16:27:30.000000000,80.01426333333333
2023-01-14 17:00:00,2023-01-14 17:27:30.000000000,103.50650333333333
2023-01-14 18:00:00,2023-01-14 18:27:30.000000000,190.91890750000002
2023-01-14 19:00:00,2023-01-14 19:27:30.000000000,170.3545025
2023-01-14 20:00:00,2023-01-14 20:27:30.000000000,139.47151416666665
2023-01-14 21:00:00,2023-01-14 21:27:30.000000000,95.13771333333334
2023-01-14 22:00:00,2023-01-14 22:27:30.000000000,93.31555250000001
2023-01-14 23:00:00,2023-01-14 23:27:30.000000000,87.40969
2023-01-15 00:00:00,2023-01-15 00:27:30.000000000,78.90325333333332
2023-01-15 01:00:00,2023-01-15 01:27:30.000000000,75.19577416666667
2023-01-15 02:00:00,2023-01-15 02:27:30.000000000,75.16297666666667
2023-01-15 03:00:00,2023-01-15 03:27:30.000000000,74.71532916666666
2023-01-15 04:00:00,2023-01-15 04:27:30.000000000,74.73184333333333
2023-01-15 05:00:00,2023-01-15 05:27:30.000000000,74.98372583333334
2023-01-15 06:00:00,2023-01-15 06:27:30.000000000,31.499825833333333
2023-01-15 07:00:00,2023-01-15 07:27:30.000000000,12.210279166666666
2023-01-15 08:00:00,2023-01-15 08:27:30.000000000,-3.545833333333333
2023-01-15 09:00:00,2023-01-15 09:27:30.000000000,15.549755
2023-01-15 10:00:00,2023-01-15 10:27:30.000000000,-11.503258333333335
2023-01-15 11:00:00,2023-01-15 11:27:30.000000000,-39.6564275
2023-01-15 12:00:00,2023-01-15 12:27:30.000000000,22.076759999999997
2023-01-15 13:00:00,2023-01-15 13:27:30.000000000,23.924895000000003
2023-01-15 14:00:00,2023-01-15 14:27:30.000000000,32.64706916666667
2023-01-15 15:00:00,2023-01-15 15:27:30.000000000,81.17903
2023-01-15 16:00:00,2023-01-15 16:27:30.000000000,91.19702083333334
2023-01-15 17:00:00,2023-01-15 17:27:30.000000000,159.31208666666666
2023-01-15 18:00:00,2023-01-15 18:27:30.000000000,265.24139583333334
2023-01-15 19:00:00,2023-01-15 19:27:30.000000000,152.39704833333334
2023-01-15 20:00:00,2023-01-15 20:27:30.000000000,115.6640775
2023-01-15 21:00:00,2023-01-15 21:27:30.000000000,96.87266333333334
2023-01-15 22:00:00,2023-01-15 22:27:30.000000000,90.10747416666668
2023-01-15 23:00:00,2023-01-15 23:27:30.000000000,88.94079333333333
2023-01-16 00:00:00,2023-01-16 00:27:30.000000000,84.2592075
2023-01-16 01:00:00,2023-01-16 01:27:30.000000000,76.4784325
2023-01-16 02:00:00,2023-01-16 02:27:30.000000000,75.26693166666666
2023-01-16 03:00:00,2023-01-16 03:27:30.000000000,75.81923916666666
2023-01-16 04:00:00,2023-01-16 04:27:30.000000000,84.0656425
2023-01-16 05:00:00,2023-01-16 05:27:30.000000000,118.57711833333333
2023-01-16 06:00:00,2023-01-16 06:27:30.000000000,115.84547666666667
2023-01-16 07:00:00,2023-01-16 07:27:30.000000000,107.35005083333334
2023-01-16 08:00:00,2023-01-16 08:27:30.000000000,84.07321333333333
